Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
NonTargeting_183	1	0.52121	0.5211	0.999995	319	0	0.0090739	0.47879	0.47874	0.949555	415	0	0.0090739	0.949555	enriched	0.0090739	0.47879	not_significant
NonTargeting_417	1	0.52155	0.52152	0.999995	320	0	0.0095654	0.47845	0.47849	0.949555	414	0	0.0095654	0.949555	enriched	0.0095654	0.47845	not_significant
NonTargeting_327	1	0.52259	0.52258	0.999995	321	0	0.0091942	0.47741	0.47745	0.949555	413	0	0.0091942	0.949555	enriched	0.0091942	0.47741	not_significant
NonTargeting_343	1	0.52293	0.52295	0.999995	322	0	0.0095524	0.47707	0.47707	0.949555	412	0	0.0095524	0.949555	enriched	0.0095524	0.47707	not_significant
NonTargeting_87	1	0.52328	0.52335	0.999995	323	0	0.0098701	0.47672	0.47678	0.949555	411	0	0.0098701	0.949555	enriched	0.0098701	0.47672	not_significant
NonTargeting_441	1	0.52569	0.52578	0.999995	324	0	0.011507	0.47431	0.47402	0.949555	410	0	0.011507	0.949555	enriched	0.011507	0.47431	not_significant
NonTargeting_173	1	0.52672	0.52676	0.999995	325	0	0.010676	0.47328	0.47305	0.949555	409	0	0.010676	0.949555	enriched	0.010676	0.47328	not_significant
NonTargeting_81	1	0.52707	0.52704	0.999995	326	0	0.0097097	0.47293	0.47265	0.949555	408	0	0.0097097	0.949555	enriched	0.0097097	0.47293	not_significant
NonTargeting_171	1	0.52879	0.52861	0.999995	327	0	0.0121	0.47121	0.47095	0.949555	406	0	0.0121	0.949555	enriched	0.0121	0.47121	not_significant
NonTargeting_463	1	0.52914	0.52895	0.999995	328	0	0.010737	0.47086	0.47056	0.949555	405	0	0.010737	0.949555	enriched	0.010737	0.47086	not_significant
NonTargeting_41	1	0.53121	0.53114	0.999995	329	0	0.010629	0.46879	0.4684	0.949555	404	0	0.010629	0.949555	enriched	0.010629	0.46879	not_significant
NonTargeting_416	1	0.53259	0.53241	0.999995	330	0	0.011574	0.46741	0.46702	0.949555	403	0	0.011574	0.949555	enriched	0.011574	0.46741	not_significant
NonTargeting_475	1	0.53362	0.53331	0.999995	331	0	0.012696	0.46638	0.46604	0.949555	402	0	0.012696	0.949555	enriched	0.012696	0.46638	not_significant
NonTargeting_396	1	0.53397	0.53369	0.999995	332	0	0.011495	0.46603	0.46571	0.949555	401	0	0.011495	0.949555	enriched	0.011495	0.46603	not_significant
NonTargeting_377	1	0.53672	0.53646	0.999995	333	0	0.012897	0.46328	0.46322	0.949555	399	0	0.012897	0.949555	enriched	0.012897	0.46328	not_significant
NonTargeting_274	1	0.53707	0.53683	0.999995	334	0	0.013631	0.46293	0.4629	0.949555	398	0	0.013631	0.949555	enriched	0.013631	0.46293	not_significant
NonTargeting_423	1	0.53741	0.53711	0.999995	335	0	0.013955	0.46259	0.46253	0.949555	397	0	0.013955	0.949555	enriched	0.013955	0.46259	not_significant
NonTargeting_107	1	0.53879	0.53848	0.999995	336	0	0.012089	0.46121	0.46093	0.949555	395	0	0.012089	0.949555	enriched	0.012089	0.46121	not_significant
NonTargeting_207	1	0.53914	0.53882	0.999995	337	0	0.014629	0.46086	0.4607	0.949555	394	0	0.014629	0.949555	enriched	0.014629	0.46086	not_significant
NonTargeting_247	1	0.54086	0.54081	0.999995	338	0	0.014379	0.45914	0.45906	0.949555	392	0	0.014379	0.949555	enriched	0.014379	0.45914	not_significant
NonTargeting_339	1	0.54121	0.54113	0.999995	339	0	0.012617	0.45879	0.45878	0.949555	391	0	0.012617	0.949555	enriched	0.012617	0.45879	not_significant
NonTargeting_279	1	0.54207	0.54201	0.999995	340	0	0.013695	0.45793	0.45787	0.949555	389	0	0.013695	0.949555	enriched	0.013695	0.45793	not_significant
NonTargeting_301	1	0.54259	0.54251	0.999995	341	0	0.012641	0.45741	0.45751	0.949555	388	0	0.012641	0.949555	enriched	0.012641	0.45741	not_significant
NonTargeting_235	1	0.54431	0.54421	0.999995	342	0	0.013178	0.45569	0.45581	0.949555	387	0	0.013178	0.949555	enriched	0.013178	0.45569	not_significant
NonTargeting_15	1	0.54948	0.54963	0.999995	343	0	0.015309	0.45052	0.45045	0.949555	384	0	0.015309	0.949555	enriched	0.015309	0.45052	not_significant
NonTargeting_353	1	0.55086	0.551	0.999995	344	0	0.015857	0.44914	0.44918	0.949555	383	0	0.015857	0.949555	enriched	0.015857	0.44914	not_significant
NonTargeting_67	1	0.55259	0.55297	0.999995	345	0	0.016113	0.44741	0.44744	0.949555	382	0	0.016113	0.949555	enriched	0.016113	0.44741	not_significant
NonTargeting_292	1	0.55397	0.55446	0.999995	346	0	0.016134	0.44603	0.446	0.949555	381	0	0.016134	0.949555	enriched	0.016134	0.44603	not_significant
NonTargeting_13	1	0.55776	0.55832	0.999995	347	0	0.017508	0.44224	0.44229	0.949555	379	0	0.017508	0.949555	enriched	0.017508	0.44224	not_significant
NonTargeting_208	1	0.55845	0.55912	0.999995	348	0	0.016098	0.44155	0.44155	0.949555	378	0	0.016098	0.949555	enriched	0.016098	0.44155	not_significant
NonTargeting_42	1	0.55879	0.55946	0.999995	349	0	0.018188	0.44121	0.44118	0.949555	377	0	0.018188	0.949555	enriched	0.018188	0.44121	not_significant
NonTargeting_228	1	0.56052	0.56123	0.999995	350	0	0.017853	0.43948	0.43959	0.949555	375	0	0.017853	0.949555	enriched	0.017853	0.43948	not_significant
NonTargeting_123	1	0.56086	0.56159	0.999995	351	0	0.017658	0.43914	0.43924	0.949555	374	0	0.017658	0.949555	enriched	0.017658	0.43914	not_significant
NonTargeting_172	1	0.56121	0.56202	0.999995	352	0	0.017875	0.43879	0.43894	0.949555	373	0	0.017875	0.949555	enriched	0.017875	0.43879	not_significant
NonTargeting_298	1	0.5619	0.56279	0.999995	353	0	0.017056	0.4381	0.43838	0.949555	372	0	0.017056	0.949555	enriched	0.017056	0.4381	not_significant
NonTargeting_220	1	0.56224	0.56317	0.999995	354	0	0.017001	0.43776	0.43808	0.949555	371	0	0.017001	0.949555	enriched	0.017001	0.43776	not_significant
NonTargeting_154	1	0.56431	0.56538	0.999995	355	0	0.018883	0.43569	0.43595	0.949555	369	0	0.018883	0.949555	enriched	0.018883	0.43569	not_significant
NonTargeting_346	1	0.565	0.56594	0.999995	356	0	0.018172	0.435	0.43517	0.949555	368	0	0.018172	0.949555	enriched	0.018172	0.435	not_significant
NonTargeting_386	1	0.56741	0.5683	0.999995	357	0	0.020472	0.43259	0.43261	0.949555	366	0	0.020472	0.949555	enriched	0.020472	0.43259	not_significant
NonTargeting_2	1	0.56948	0.57026	0.999995	358	0	0.020171	0.43052	0.43053	0.949555	364	0	0.020171	0.949555	enriched	0.020171	0.43052	not_significant
NonTargeting_157	1	0.57017	0.57093	0.999995	359	0	0.019818	0.42983	0.42979	0.949555	362	0	0.019818	0.949555	enriched	0.019818	0.42983	not_significant
NonTargeting_421	1	0.57121	0.57189	0.999995	360	0	0.019179	0.42879	0.42876	0.949555	360	0	0.019179	0.949555	enriched	0.019179	0.42879	not_significant
NonTargeting_337	1	0.57603	0.57655	0.999995	361	0	0.020613	0.42397	0.42415	0.949555	358	0	0.020613	0.949555	enriched	0.020613	0.42397	not_significant
NonTargeting_193	1	0.57948	0.58046	0.999995	362	0	0.021382	0.42052	0.42086	0.949555	355	0	0.021382	0.949555	enriched	0.021382	0.42052	not_significant
NonTargeting_50	1	0.58017	0.58115	0.999995	363	0	0.022631	0.41983	0.42024	0.949555	354	0	0.022631	0.949555	enriched	0.022631	0.41983	not_significant
NonTargeting_332	1	0.58155	0.58246	0.999995	364	0	0.02142	0.41845	0.41867	0.949555	353	0	0.02142	0.949555	enriched	0.02142	0.41845	not_significant
NonTargeting_219	1	0.5819	0.58286	0.999995	365	0	0.020522	0.4181	0.4183	0.949555	351	0	0.020522	0.949555	enriched	0.020522	0.4181	not_significant
NonTargeting_420	1	0.58259	0.58362	0.999995	366	0	0.023181	0.41741	0.41761	0.949555	350	0	0.023181	0.949555	enriched	0.023181	0.41741	not_significant
NonTargeting_450	1	0.58672	0.58778	0.999995	367	0	0.024549	0.41328	0.41354	0.949555	347	0	0.024549	0.949555	enriched	0.024549	0.41328	not_significant
NonTargeting_492	1	0.58776	0.58876	0.999995	368	0	0.022815	0.41224	0.41231	0.949555	346	0	0.022815	0.949555	enriched	0.022815	0.41224	not_significant
NonTargeting_264	1	0.58879	0.58969	0.999995	369	0	0.023613	0.41121	0.41147	0.949555	345	0	0.023613	0.949555	enriched	0.023613	0.41121	not_significant
NonTargeting_84	1	0.59397	0.59483	0.999995	370	0	0.026158	0.40603	0.40591	0.949555	341	0	0.026158	0.949555	enriched	0.026158	0.40603	not_significant
NonTargeting_385	1	0.59603	0.59715	0.999995	371	0	0.026687	0.40397	0.40391	0.949555	340	0	0.026687	0.949555	enriched	0.026687	0.40397	not_significant
NonTargeting_73	1	0.59914	0.60056	0.999995	372	0	0.028642	0.40086	0.4011	0.949555	339	0	0.028642	0.949555	enriched	0.028642	0.40086	not_significant
NonTargeting_435	1	0.60086	0.60239	0.999995	373	0	0.027171	0.39914	0.3995	0.949555	337	0	0.027171	0.949555	enriched	0.027171	0.39914	not_significant
NonTargeting_5	1	0.6081	0.60977	0.999995	374	0	0.025654	0.3919	0.39239	0.949555	335	0	0.025654	0.949555	enriched	0.025654	0.3919	not_significant
NonTargeting_168	1	0.60914	0.61076	0.999995	375	0	0.026544	0.39086	0.39131	0.949555	333	0	0.026544	0.949555	enriched	0.026544	0.39086	not_significant
NonTargeting_200	1	0.6119	0.61336	0.999995	376	0	0.031934	0.3881	0.38872	0.949555	330	0	0.031934	0.949555	enriched	0.031934	0.3881	not_significant
NonTargeting_486	1	0.615	0.61655	0.999995	377	0	0.029632	0.385	0.38553	0.949555	328	0	0.029632	0.949555	enriched	0.029632	0.385	not_significant
NonTargeting_122	1	0.61569	0.61732	0.999995	378	0	0.028493	0.38431	0.38479	0.949555	327	0	0.028493	0.949555	enriched	0.028493	0.38431	not_significant
NonTargeting_215	1	0.61741	0.61911	0.999995	379	0	0.028315	0.38259	0.38309	0.949555	325	0	0.028315	0.949555	enriched	0.028315	0.38259	not_significant
NonTargeting_433	1	0.61983	0.62145	0.999995	380	0	0.030326	0.38017	0.38062	0.949555	323	0	0.030326	0.949555	enriched	0.030326	0.38017	not_significant
NonTargeting_25	1	0.62328	0.6251	0.999995	381	0	0.029703	0.37672	0.37718	0.949555	321	0	0.029703	0.949555	enriched	0.029703	0.37672	not_significant
NonTargeting_196	1	0.62362	0.62553	0.999995	382	0	0.031936	0.37638	0.3768	0.949555	319	0	0.031936	0.949555	enriched	0.031936	0.37638	not_significant
NonTargeting_454	1	0.62431	0.62625	0.999995	383	0	0.028756	0.37569	0.37605	0.949555	318	0	0.028756	0.949555	enriched	0.028756	0.37569	not_significant
NonTargeting_187	1	0.62638	0.62837	0.999995	384	0	0.031553	0.37362	0.37387	0.949555	317	0	0.031553	0.949555	enriched	0.031553	0.37362	not_significant
NonTargeting_240	1	0.62707	0.62911	0.999995	385	0	0.028539	0.37293	0.37312	0.949555	316	0	0.028539	0.949555	enriched	0.028539	0.37293	not_significant
NonTargeting_487	1	0.62776	0.62993	0.999995	386	0	0.029011	0.37224	0.37248	0.949555	315	0	0.029011	0.949555	enriched	0.029011	0.37224	not_significant
NonTargeting_476	1	0.63052	0.63301	0.999995	387	0	0.033914	0.36948	0.36979	0.949555	313	0	0.033914	0.949555	enriched	0.033914	0.36948	not_significant
NonTargeting_460	1	0.63328	0.63576	0.999995	388	0	0.033614	0.36672	0.36697	0.949555	311	0	0.033614	0.949555	enriched	0.033614	0.36672	not_significant
NonTargeting_191	1	0.63362	0.63604	0.999995	389	0	0.033602	0.36638	0.3667	0.949555	310	0	0.033602	0.949555	enriched	0.033602	0.36638	not_significant
NonTargeting_88	1	0.63397	0.63633	0.999995	390	0	0.032918	0.36603	0.36623	0.949555	309	0	0.032918	0.949555	enriched	0.032918	0.36603	not_significant
NonTargeting_285	1	0.63603	0.63843	0.999995	391	0	0.032221	0.36397	0.36418	0.949555	308	0	0.032221	0.949555	enriched	0.032221	0.36397	not_significant
NonTargeting_442	1	0.63776	0.64018	0.999995	392	0	0.03098	0.36224	0.36236	0.949555	307	0	0.03098	0.949555	enriched	0.03098	0.36224	not_significant
NonTargeting_359	1	0.63948	0.64206	0.999995	393	0	0.033045	0.36052	0.36074	0.949555	306	0	0.033045	0.949555	enriched	0.033045	0.36052	not_significant
NonTargeting_64	1	0.64052	0.64291	0.999995	394	0	0.032654	0.35948	0.35975	0.949555	305	0	0.032654	0.949555	enriched	0.032654	0.35948	not_significant
NonTargeting_6	1	0.64293	0.64531	0.999995	395	0	0.037572	0.35707	0.35741	0.949555	304	0	0.037572	0.949555	enriched	0.037572	0.35707	not_significant
NonTargeting_7	1	0.64362	0.64615	0.999995	396	0	0.033607	0.35638	0.35679	0.949555	303	0	0.033607	0.949555	enriched	0.033607	0.35638	not_significant
NonTargeting_177	1	0.64603	0.64873	0.999995	397	0	0.034062	0.35397	0.35464	0.949555	302	0	0.034062	0.949555	enriched	0.034062	0.35397	not_significant
NonTargeting_411	1	0.64776	0.65061	0.999995	398	0	0.037401	0.35224	0.35297	0.949555	301	0	0.037401	0.949555	enriched	0.037401	0.35224	not_significant
NonTargeting_356	1	0.6481	0.65089	0.999995	399	0	0.036419	0.3519	0.35265	0.949555	300	0	0.036419	0.949555	enriched	0.036419	0.3519	not_significant
NonTargeting_133	1	0.64845	0.65138	0.999995	400	0	0.038318	0.35155	0.35227	0.949555	299	0	0.038318	0.949555	enriched	0.038318	0.35155	not_significant
NonTargeting_244	1	0.64914	0.65206	0.999995	401	0	0.03916	0.35086	0.35152	0.949555	298	0	0.03916	0.949555	enriched	0.03916	0.35086	not_significant
NonTargeting_116	1	0.65017	0.65299	0.999995	402	0	0.036855	0.34983	0.35033	0.949555	297	0	0.036855	0.949555	enriched	0.036855	0.34983	not_significant
NonTargeting_221	1	0.65052	0.65327	0.999995	403	0	0.035287	0.34948	0.34993	0.949555	296	0	0.035287	0.949555	enriched	0.035287	0.34948	not_significant
NonTargeting_166	1	0.65293	0.65563	0.999995	404	0	0.039055	0.34707	0.3476	0.949555	295	0	0.039055	0.949555	enriched	0.039055	0.34707	not_significant
NonTargeting_479	1	0.65672	0.65948	0.999995	405	0	0.038947	0.34328	0.34411	0.949555	292	0	0.038947	0.949555	enriched	0.038947	0.34328	not_significant
NonTargeting_54	1	0.65948	0.66179	0.999995	406	0	0.037172	0.34052	0.34094	0.949555	289	0	0.037172	0.949555	enriched	0.037172	0.34052	not_significant
NonTargeting_155	1	0.66017	0.66252	0.999995	407	0	0.037532	0.33983	0.34009	0.949555	288	0	0.037532	0.949555	enriched	0.037532	0.33983	not_significant
NonTargeting_418	1	0.66362	0.66586	0.999995	408	0	0.038288	0.33638	0.33672	0.949555	287	0	0.038288	0.949555	enriched	0.038288	0.33638	not_significant
NonTargeting_468	1	0.66466	0.66678	0.999995	409	0	0.037952	0.33534	0.33557	0.949555	285	0	0.037952	0.949555	enriched	0.037952	0.33534	not_significant
NonTargeting_342	1	0.66534	0.66753	0.999995	410	0	0.039275	0.33466	0.33486	0.949555	283	0	0.039275	0.949555	enriched	0.039275	0.33466	not_significant
NonTargeting_402	1	0.66638	0.66851	0.999995	411	0	0.038828	0.33362	0.33379	0.949555	282	0	0.038828	0.949555	enriched	0.038828	0.33362	not_significant
NonTargeting_181	1	0.66707	0.66925	0.999995	412	0	0.03828	0.33293	0.33308	0.949555	281	0	0.03828	0.949555	enriched	0.03828	0.33293	not_significant
NonTargeting_242	1	0.66776	0.66994	0.999995	413	0	0.042108	0.33224	0.33236	0.949555	280	0	0.042108	0.949555	enriched	0.042108	0.33224	not_significant
NonTargeting_203	1	0.67017	0.67228	0.999995	414	0	0.043735	0.32983	0.33	0.949555	278	0	0.043735	0.949555	enriched	0.043735	0.32983	not_significant
NonTargeting_216	1	0.67052	0.67263	0.999995	415	0	0.042278	0.32948	0.32955	0.949555	277	0	0.042278	0.949555	enriched	0.042278	0.32948	not_significant
NonTargeting_331	1	0.67086	0.67294	0.999995	416	0	0.036718	0.32914	0.32919	0.949555	276	0	0.036718	0.949555	enriched	0.036718	0.32914	not_significant
NonTargeting_29	1	0.67224	0.67428	0.999995	417	0	0.042007	0.32776	0.32788	0.949555	274	0	0.042007	0.949555	enriched	0.042007	0.32776	not_significant
NonTargeting_165	1	0.67397	0.67584	0.999995	418	0	0.042233	0.32603	0.32617	0.949555	272	0	0.042233	0.949555	enriched	0.042233	0.32603	not_significant
NonTargeting_132	1	0.67534	0.67719	0.999995	419	0	0.040715	0.32466	0.32485	0.949555	271	0	0.040715	0.949555	enriched	0.040715	0.32466	not_significant
NonTargeting_275	1	0.67845	0.67997	0.999995	420	0	0.047286	0.32155	0.32181	0.949555	268	0	0.047286	0.949555	enriched	0.047286	0.32155	not_significant
NonTargeting_153	1	0.67879	0.68023	0.999995	421	0	0.042153	0.32121	0.32151	0.949555	266	0	0.042153	0.949555	enriched	0.042153	0.32121	not_significant
NonTargeting_46	1	0.67983	0.68131	0.999995	422	0	0.041678	0.32017	0.32046	0.949555	265	0	0.041678	0.949555	enriched	0.041678	0.32017	not_significant
NonTargeting_288	1	0.68086	0.68237	0.999995	423	0	0.040413	0.31914	0.31942	0.949555	264	0	0.040413	0.949555	enriched	0.040413	0.31914	not_significant
NonTargeting_45	1	0.6819	0.68329	0.999995	424	0	0.042341	0.3181	0.31826	0.949555	263	0	0.042341	0.949555	enriched	0.042341	0.3181	not_significant
NonTargeting_426	1	0.68224	0.68366	0.999995	425	0	0.039866	0.31776	0.31795	0.949555	262	0	0.039866	0.949555	enriched	0.039866	0.31776	not_significant
NonTargeting_34	1	0.69086	0.69212	0.999995	426	0	0.044288	0.30914	0.30928	0.949555	259	0	0.044288	0.949555	enriched	0.044288	0.30914	not_significant
NonTargeting_238	1	0.69121	0.69241	0.999995	427	0	0.047055	0.30879	0.3089	0.949555	258	0	0.047055	0.949555	enriched	0.047055	0.30879	not_significant
NonTargeting_9	1	0.6919	0.69311	0.999995	428	0	0.047865	0.3081	0.30833	0.949555	257	0	0.047865	0.949555	enriched	0.047865	0.3081	not_significant
NonTargeting_218	1	0.69707	0.6979	0.999995	429	0	0.045202	0.30293	0.30333	0.949555	253	0	0.045202	0.949555	enriched	0.045202	0.30293	not_significant
NonTargeting_432	1	0.69914	0.70008	0.999995	430	0	0.04252	0.30086	0.30134	0.949555	251	0	0.04252	0.949555	enriched	0.04252	0.30086	not_significant
NonTargeting_225	1	0.70052	0.70147	0.999995	431	0	0.049201	0.29948	0.30001	0.949555	249	0	0.049201	0.949555	enriched	0.049201	0.29948	not_significant
NonTargeting_243	1	0.70086	0.70173	0.999995	432	0	0.048848	0.29914	0.2998	0.949555	248	0	0.048848	0.949555	enriched	0.048848	0.29914	not_significant
NonTargeting_382	1	0.70121	0.70203	0.999995	433	0	0.05074	0.29879	0.29942	0.949555	247	0	0.05074	0.949555	enriched	0.05074	0.29879	not_significant
NonTargeting_326	1	0.70155	0.70243	0.999995	434	0	0.043912	0.29845	0.29919	0.949555	245	0	0.043912	0.949555	enriched	0.043912	0.29845	not_significant
NonTargeting_304	1	0.7019	0.7028	0.999995	435	0	0.046174	0.2981	0.29884	0.949555	244	0	0.046174	0.949555	enriched	0.046174	0.2981	not_significant
NonTargeting_51	1	0.70224	0.70311	0.999995	436	0	0.049762	0.29776	0.29852	0.949555	243	0	0.049762	0.949555	enriched	0.049762	0.29776	not_significant
NonTargeting_234	1	0.70328	0.70413	0.999995	437	0	0.042619	0.29672	0.29749	0.949555	241	0	0.042619	0.949555	enriched	0.042619	0.29672	not_significant
NonTargeting_296	1	0.70983	0.71055	0.999995	438	0	0.045671	0.29017	0.29052	0.949555	239	0	0.045671	0.949555	enriched	0.045671	0.29017	not_significant
NonTargeting_114	1	0.72086	0.72181	0.999995	439	0	0.051074	0.27914	0.27957	0.949555	234	0	0.051074	0.949555	enriched	0.051074	0.27914	not_significant
NonTargeting_10	1	0.7219	0.72303	0.999995	440	0	0.049066	0.2781	0.2786	0.949555	232	0	0.049066	0.949555	enriched	0.049066	0.2781	not_significant
NonTargeting_444	1	0.72259	0.7239	0.999995	441	0	0.050861	0.27741	0.27807	0.949555	231	0	0.050861	0.949555	enriched	0.050861	0.27741	not_significant
NonTargeting_163	1	0.72466	0.72607	0.999995	442	0	0.051877	0.27534	0.27606	0.949555	229	0	0.051877	0.949555	enriched	0.051877	0.27534	not_significant
NonTargeting_63	1	0.72638	0.7279	0.999995	443	0	0.056609	0.27362	0.27421	0.949555	226	0	0.056609	0.949555	enriched	0.056609	0.27362	not_significant
NonTargeting_145	1	0.72672	0.72818	0.999995	444	0	0.051877	0.27328	0.27386	0.949555	225	0	0.051877	0.949555	enriched	0.051877	0.27328	not_significant
NonTargeting_62	1	0.72845	0.72997	0.999995	445	0	0.0512	0.27155	0.27208	0.949555	224	0	0.0512	0.949555	enriched	0.0512	0.27155	not_significant
NonTargeting_446	1	0.72914	0.7306	0.999995	446	0	0.055505	0.27086	0.27144	0.949555	223	0	0.055505	0.949555	enriched	0.055505	0.27086	not_significant
NonTargeting_130	1	0.72948	0.73091	0.999995	447	0	0.051651	0.27052	0.27105	0.949555	222	0	0.051651	0.949555	enriched	0.051651	0.27052	not_significant
NonTargeting_284	1	0.73534	0.7366	0.999995	448	0	0.054231	0.26466	0.2652	0.949555	221	0	0.054231	0.949555	enriched	0.054231	0.26466	not_significant
NonTargeting_392	1	0.73603	0.73735	0.999995	449	0	0.056408	0.26397	0.2644	0.949555	219	0	0.056408	0.949555	enriched	0.056408	0.26397	not_significant
NonTargeting_270	1	0.73638	0.73764	0.999995	450	0	0.057629	0.26362	0.26404	0.949555	218	0	0.057629	0.949555	enriched	0.057629	0.26362	not_significant
NonTargeting_319	1	0.73776	0.73913	0.999995	451	0	0.055058	0.26224	0.26239	0.949555	216	0	0.055058	0.949555	enriched	0.055058	0.26224	not_significant
NonTargeting_443	1	0.73845	0.73991	0.999995	452	0	0.058962	0.26155	0.26168	0.949555	215	0	0.058962	0.949555	enriched	0.058962	0.26155	not_significant
NonTargeting_448	1	0.73879	0.7403	0.999995	453	0	0.057414	0.26121	0.26133	0.949555	214	0	0.057414	0.949555	enriched	0.057414	0.26121	not_significant
NonTargeting_344	1	0.74086	0.74236	0.999995	454	0	0.064545	0.25914	0.25928	0.949555	212	0	0.064545	0.949555	enriched	0.064545	0.25914	not_significant
NonTargeting_320	1	0.74224	0.7439	0.999995	455	0	0.050565	0.25776	0.2579	0.949555	211	0	0.050565	0.949555	enriched	0.050565	0.25776	not_significant
NonTargeting_438	1	0.74603	0.74743	0.999995	456	0	0.050334	0.25397	0.25387	0.949555	208	0	0.050334	0.949555	enriched	0.050334	0.25397	not_significant
NonTargeting_241	1	0.75052	0.75186	0.999995	457	0	0.05929	0.24948	0.24935	0.949555	205	0	0.05929	0.949555	enriched	0.05929	0.24948	not_significant
NonTargeting_289	1	0.75155	0.75298	0.999995	458	0	0.056585	0.24845	0.24842	0.949555	204	0	0.056585	0.949555	enriched	0.056585	0.24845	not_significant
NonTargeting_136	1	0.75534	0.7568	0.999995	459	0	0.056489	0.24466	0.24476	0.949555	202	0	0.056489	0.949555	enriched	0.056489	0.24466	not_significant
NonTargeting_249	1	0.75569	0.75717	0.999995	460	0	0.05723	0.24431	0.24439	0.949555	201	0	0.05723	0.949555	enriched	0.05723	0.24431	not_significant
NonTargeting_399	1	0.7581	0.7597	0.999995	461	0	0.058875	0.2419	0.24184	0.949555	200	0	0.058875	0.949555	enriched	0.058875	0.2419	not_significant
NonTargeting_495	1	0.75879	0.76043	0.999995	462	0	0.048197	0.24121	0.24114	0.949555	198	0	0.048197	0.949555	enriched	0.048197	0.24121	not_significant
NonTargeting_494	1	0.76086	0.76267	0.999995	463	0	0.060199	0.23914	0.239	0.949555	196	0	0.060199	0.949555	enriched	0.060199	0.23914	not_significant
NonTargeting_263	1	0.76224	0.76394	0.999995	464	0	0.065252	0.23776	0.23762	0.949555	194	0	0.065252	0.949555	enriched	0.065252	0.23776	not_significant
NonTargeting_464	1	0.76293	0.76451	0.999995	465	0	0.060789	0.23707	0.23703	0.949555	193	0	0.060789	0.949555	enriched	0.060789	0.23707	not_significant
NonTargeting_367	1	0.76741	0.76919	0.999995	466	0	0.060863	0.23259	0.2325	0.949555	190	0	0.060863	0.949555	enriched	0.060863	0.23259	not_significant
NonTargeting_175	1	0.76776	0.76956	0.999995	467	0	0.066927	0.23224	0.23204	0.949555	189	0	0.066927	0.949555	enriched	0.066927	0.23224	not_significant
NonTargeting_360	1	0.7681	0.76991	0.999995	468	0	0.061171	0.2319	0.23168	0.949555	188	0	0.061171	0.949555	enriched	0.061171	0.2319	not_significant
NonTargeting_267	1	0.76914	0.7709	0.999995	469	0	0.069003	0.23086	0.23081	0.949555	187	0	0.069003	0.949555	enriched	0.069003	0.23086	not_significant
SLC22A6	6	0.7739	0.77243	0.999995	470	1	-0.034815	0.99205	0.99188	0.999995	793	0	-0.034815	0.999995	enriched	-0.034815	0.99205	not_significant
GRIN2C	6	0.7745	0.77294	0.999995	471	1	0.015399	0.59495	0.59329	0.949555	541	0	0.015399	0.949555	enriched	0.015399	0.59495	not_significant
NonTargeting_335	1	0.77466	0.77643	0.999995	472	0	0.067137	0.22534	0.22502	0.949555	185	0	0.067137	0.949555	enriched	0.067137	0.22534	not_significant
SLC6A3	6	0.7751	0.77354	0.999995	473	1	0.046968	0.25929	0.27084	0.949555	213	1	0.046968	0.949555	enriched	0.046968	0.25929	not_significant
KCNJ5	6	0.77569	0.77402	0.999995	474	1	0.033128	0.66106	0.65932	0.949555	603	0	0.033128	0.949555	enriched	0.033128	0.66106	not_significant
BRCA2	6	0.77629	0.77451	0.999995	475	1	0.041671	0.64479	0.64341	0.949555	589	0	0.041671	0.949555	enriched	0.041671	0.64479	not_significant
OR16A2	6	0.77688	0.77513	0.999995	476	1	0.028296	0.53505	0.53286	0.949555	466	0	0.028296	0.949555	enriched	0.028296	0.53505	not_significant
SLC22A9	6	0.77807	0.77641	0.999995	477	1	0.057393	0.63239	0.63077	0.949555	575	0	0.057393	0.949555	enriched	0.057393	0.63239	not_significant
OR7A2	6	0.77866	0.77687	0.999995	478	1	-0.069999	0.31693	0.31969	0.949555	261	1	-0.069999	0.949555	enriched	-0.069999	0.31693	not_significant
SCN10A	6	0.77924	0.77749	0.999995	479	1	0.0099242	0.27999	0.28838	0.949555	235	1	0.0099242	0.949555	enriched	0.0099242	0.27999	not_significant
NonTargeting_257	1	0.77983	0.78171	0.999995	480	0	0.06244	0.22017	0.21983	0.949555	183	0	0.06244	0.949555	enriched	0.06244	0.22017	not_significant
CEBPB	6	0.77983	0.77812	0.999995	481	1	0.068702	0.55858	0.55691	0.949555	495	0	0.068702	0.949555	enriched	0.068702	0.55858	not_significant
NonTargeting_334	1	0.78086	0.78282	0.999995	482	0	0.059083	0.21914	0.21884	0.949555	182	0	0.059083	0.949555	enriched	0.059083	0.21914	not_significant
CACNA4A	6	0.781	0.77932	0.999995	483	1	0.028357	0.17851	0.20506	0.949555	134	1	0.028357	0.949555	enriched	0.028357	0.17851	not_significant
NonTargeting_405	1	0.78121	0.7832	0.999995	484	0	0.074206	0.21879	0.21847	0.949555	181	0	0.074206	0.949555	enriched	0.074206	0.21879	not_significant
TAS2R22	6	0.78158	0.77988	0.999995	485	1	0.027145	0.33038	0.33202	0.949555	279	1	0.027145	0.949555	enriched	0.027145	0.33038	not_significant
